system:index,Area_km2,Deforested,Deforested_PA,DegradedTMF,DegradedTMF_PA,KLC_ID,KLC_name,Other,Other_PA,RegrownForest,RegrownForest_PA,UndisturbedTMF,UndisturbedTMF_PA,Water,Water_PA,Year,.geo
00000000000000000007,1265.4021606869799,182.92136280349368,27.44439628307469,242.59398959875,56.18805255731633,WAF_21,Mount Nimba,351.7974313875363,61.52611455063106,21.333984742732067,2.9495910418346867,466.4881887713867,287.04702297058304,0.26227475548933443,0.010634960257017845,2019,
0000000000000000000a,7739.683934674027,799.4114877953212,164.87492607235276,89.2699882571437,26.711115612769287,WAF_12,Outamba-Kilimi,6771.421036847912,1215.2153437081056,20.5281181495273,5.076521651374616,44.263762519186145,16.252978913234802,14.775940638984954,2.641517878652058,2019,
00000000000000000027,40219.10430018024,2864.2592146490656,941.2988792237591,3982.4332796059866,770.5706670138367,WAF_10,Tai-Sapo,3907.7172219963545,731.6121283878153,206.537991545441,57.9140176767314,28605.48630209196,10477.632663053519,652.6473535258878,101.53104532900863,2019,
00000000000000000041,54584.21932923267,2377.617115118343,574.0820507883243,3704.3771523156183,1065.9193596190257,CAF_01,Cross River-Takamanda-Mt Cameroon-Korup,26902.301043347066,7772.9547578677475,178.49376020898544,45.938215260758255,20601.22181078845,8907.677915321237,820.1639740449428,91.48703653529141,2019,
00000000000000000028,15351.531545605965,2306.980069885472,178.49631147329555,1886.0377011200974,263.733592490533,WAF_11,Gola-Lofa-Foya-Mano-Wologizi-Wonegizi-Ziama,1073.3240463117522,103.66072765526211,248.44319286111474,19.524439012242237,9824.118619288394,4067.076773250684,12.597010212308978,1.4263229386082068,2019,
